"AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"EMAIL";"EMAIL2";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"SEGREGADA";"EDUC. DIFERENCIADA";"Total 2017-2018";"Total 2018-2019";"Total 2019-2020";"Total 2020-2021";"Total 2021-2022";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Educación Infantil Especial 2019-2020";"Educación Infantil Especial 2020-2021";"Educación Infantil Especial 2021-2022";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil I Ciclo 2019-2020";"Infantil I Ciclo 2020-2021";"Infantil I Ciclo 2021-2022";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Infantil II Ciclo 2019-2020";"Infantil II Ciclo 2020-2021";"Infantil II Ciclo 2021-2022";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Educación Básica Obligatoria 2019-2020";"Educación Básica Obligatoria 2020-2021";"Educación Básica Obligatoria 2021-2022";"Primaria 2017-2018";"Primaria 2018-2019";"Primaria 2019-2020";"Primaria 2020-2021";"Primaria 2021-2022";"ESO 2017-2018";"ESO 2018-2019";"ESO 2019-2020";"ESO 2020-2021";"ESO 2021-2022";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"Bachillerato 2019-2020";"Bachillerato 2020-2021";"Bachillerato 2021-2022";"FP GM 2017-2018";"FP GM 2018-2019";"FP GM 2019-2020";"FP GM 2020-2021";"FP GM 2021-2022";"FP GS 2017-2018";"FP GS 2018-2019";"FP GS 2019-2020";"FP GS 2020-2021";"FP GS 2021-2022";"FPB 2017-2018";"FPB 2018-2019";"FPB 2019-2020";"FPB 2020-2021";"FPB 2021-2022";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Módulos Voluntarios 2019-2020";"PCPI: Módulos Voluntarios 2020-2021";"PCPI: Módulos Voluntarios 2021-2022";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"PCPI: Especial 2019-2020";"PCPI: Especial 2020-2021";"PCPI: Especial 2021-2022";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programa Formación Transición Vida Adulta 2019-2020";"Programa Formación Transición Vida Adulta 2020-2021";"Programa Formación Transición Vida Adulta 2021-2022";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"Programas Profesionales Modalidad Especial 2019-2020";"Programas Profesionales Modalidad Especial 2020-2021";"Programas Profesionales Modalidad Especial 2021-2022";"lat";"lng";"Programas Profesionales Modalidad General 2019-2020";"Programas Profesionales Modalidad General 2020-2021";"Programas Profesionales Modalidad General 2021-2022"
"Madrid-Oeste";"28057404";"ZNAS.CN.";"OESTE-3, GUADARRAMA";"Calle De Los Dos Escoriales, 3 ";"Guadarrama";"-";"28440";"918548694";"-";"zcn.guadarrama@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057404";"zcn.guadarrama@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6729378";"-4.0904302";"";"";""
"Madrid-Oeste";"28058871";"ZNAS.CN.";"OESTE-4, ROBLEDO DE CHAVELA";"Carretera M-512 (navas Del Rey), 9 ";"Robledo de Chavela";"-";"28294";"918998248";"-";"zcn.robledo@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058871";"zcn.robledo@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5017105";"-4.237789";"";"";""
"Madrid-Sur";"28056321";"ZNAS.CN.";"SUR-1, MORALEJA DE ENMEDIO";"Calle Valdemoro, 3 ";"Moraleja de Enmedio";"-";"28950";"916094603";"-";"zcn.moraleja@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056321";"zcn.moraleja@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2639949";"-3.8530252";"";"";""
"Madrid-Sur";"28058861";"ZNAS.CN.";"SUR-10, SEVILLA LA NUEVA";"Paseo Del Olivar, 3 ";"Sevilla la Nueva";"-";"28609";"918130649";"-";"zcn.sevilla@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058861";"zcn.sevilla@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3475366";"-4.0315803";"";"";""
"Madrid-Sur";"28060798";"ZNAS.CN.";"SUR-11, GETAFE";"Avenida De España, 66 ";"Getafe";"-";"28903";"916825253";"916834819";"zcn.getafe@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060798";"zcn.getafe@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3162404";"-3.7175299";"";"";""
"Madrid-Sur";"28060804";"ZNAS.CN.";"SUR-12, ALCORCON";"Calle De La Olímpica Conchita Puig, 2 ";"Alcorcón";"-";"28923";"699505630";"-";"zcn.alcorcon@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060804";"zcn.alcorcon@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3445349";"-3.8195421";"";"";""
"Madrid-Sur";"28068761";"ZNAS.CN.";"SUR-13 NAVALCARNERO";"Calle De La Constitución, 22 ";"Navalcarnero";"-";"28600";"918113137";"-";"zcn.navalcarnero@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068761";"zcn.navalcarnero@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2872233";"-4.0127428";"";"";""
"Madrid-Sur";"28056333";"ZNAS.CN.";"SUR-2, GRIÑON";"Calle De La Ermita, 3 ";"Griñón";"-";"28971";"911046082";"-";"zcn.grinon@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056333";"zcn.grinon@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2169599";"-3.8522872";"";"";""
"Madrid-Sur";"28056345";"ZNAS.CN.";"SUR-3, CHAPINERIA";"Calle Marqués De Villanueva De La Sagra, 1 ";"Chapinería";"-";"28694";"918652521";"918652348";"zcn.navasdelrey@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056345";"zcn.navasdelrey@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3802476";"-4.2171176";"";"";""
"Madrid-Sur";"28056357";"ZNAS.CN.";"SUR-4, SAN MARTIN DE VALDEIGLESIAS";"Avenida Del Ferrocarril, S/n ";"San Martín de Valdeiglesias";"-";"28680";"918612515";"-";"zcn.sanmartindevaldeiglesias@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056357";"zcn.sanmartindevaldeiglesias@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3645685";"-4.4034264";"";"";""
"Madrid-Sur";"28056370";"ZNAS.CN.";"SUR-6, LEGANES";"Calle Alcarria, S/n ";"Leganés";"-";"28915";"916804861";"-";"zcn.leganes@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056370";"zcn.leganes@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3314144";"-3.7569883";"";"";""
"Madrid-Sur";"28057386";"ZNAS.CN.";"SUR-7, PARLA";"Calle Ataúlfo Argenta, 3 ";"Parla";"-";"28981";"916991641";"-";"zcn.parla@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057386";"zcn.parla@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2281455";"-3.7725078";"";"";""
"Madrid-Sur";"28057398";"ZNAS.CN.";"SUR-8, MOSTOLES";"Calle Del Tamarindo, S/n ";"Móstoles";"-";"28935";"916476682";"-";"zcn.mostoles@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057398";"zcn.mostoles@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3115293";"-3.9235772";"";"";""
"Madrid-Sur";"28058858";"ZNAS.CN.";"SUR-9, NAVAS DEL REY";"Calle Vía Olímpica, 3 ";"Navas del Rey";"-";"28695";"918010204";"-";"zcn.chapineria@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058858";"zcn.chapineria@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3890681";"-4.2499589";"";"";""
"Madrid-Sur";"28047034";"EEI-CN";"A CHUPÉ";"Calle Navayuncosa, 22 ";"Aldea del Fresno";"-";"28620";"918636081";"918637603";"cn.aldeadelfresno@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047034";"cn.aldeadelfresno@educa.madrid.org";"";"NO";"";"38";"41";"44";"37";"42";"";"";"";"";"";"38";"41";"44";"37";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.32421799999999";"-4.199904099999999";"";"";""
"Madrid-Sur";"28059449";"EEI-CN";"ACUARELA";"Avenida De Los Ángeles, 26 ";"Getafe";"-";"28903";"916019432";"916019432";"cn.acuarela.getafe@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28059449";"cn.acuarela.getafe@educa.madrid.org";"";"NO";"";"54";"48";"53";"47";"53";"";"";"";"";"";"54";"48";"53";"47";"53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.309244";"-3.7197697";"";"";""
"Madrid-Sur";"28076101";"EEI-CN";"ADIVINANZAS (PROGRAMA DE CASA DE NIÑOS)";"Calle De Las Palmeras, 1 ";"Alcorcón";"-";"28922";"911886061";"-";"-";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076101";"null";"";"NO";"";"";"";"13";"15";"";"";"";"";"";"";"";"";"13";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3414326";"-3.835771099999999";"";"";""
"Madrid-Norte";"28050677";"EEI-CN";"ALALPARDO";"Calle De Alcalá (alalpardo), 25 ";"Valdeolmos-Alalpardo";"-";"28130";"916202616";"916202616";"cn.valdeolmos@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050677";"cn.valdeolmos@educa.madrid.org";"";"NO";"";"16";"12";"17";"19";"25";"";"";"";"";"";"16";"12";"17";"19";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6261278";"-3.472489";"";"";""
"Madrid-Capital";"28076599";"EEI-CN";"ALBAICIN (PROGRAMA CASA DE NIÑOS)";"Calle De Albaicín, 1 ";"Madrid";"Usera";"28041";"913171194";"913171194";"-";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076599";"null";"";"NO";"";"";"";"34";"21";"25";"";"";"";"";"";"";"";"34";"21";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3681767";"-3.7017506";"";"";""
"Madrid-Sur";"28058226";"EEI-CN";"ANTUSANA";"Calle Del Río Segre, 10 ";"Móstoles";"-";"28935";"916472814";"916472814";"cn.antusana.mostoles@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058226";"cn.antusana.mostoles@educa.madrid.org";"";"NO";"";"34";"34";"34";"28";"33";"";"";"";"";"";"34";"34";"34";"28";"33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3146025";"-3.8799879";"";"";""
"Madrid-Este";"28047290";"EEI-CN";"ARCO IRIS";"Calle De La Ermita, 1 ";"Valdaracete";"-";"28594";"918739677";"918739677";"cn.arcoiris.valdaracete@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047290";"cn.arcoiris.valdaracete@educa.madrid.org";"";"NO";"";"33";"9";"10";"13";"13";"";"";"";"";"";"8";"9";"10";"13";"13";"25";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2085315";"-3.192626";"";"";""
"Madrid-Sur";"28057520";"EEI-CN";"ARCO IRIS";"Calle De La Olímpica Conchita Puig, 2 ";"Alcorcón";"-";"28923";"916428854";"916195357";"cn.arcoiris.alcorcon@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057520";"cn.arcoiris.alcorcon@educa.madrid.org";"";"NO";"";"54";"54";"53";"0";"23";"";"";"";"";"";"54";"54";"53";"0";"23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3445349";"-3.8195421";"";"";""
"Madrid-Este";"28047046";"EEI-CN";"ARGANDA DEL REY";"Calle Gran Vía, S/n ";"Arganda del Rey";"-";"28500";"918702178";"918702178";"cn.arganda@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047046";"cn.arganda@educa.madrid.org";"";"NO";"";"34";"34";"33";"33";"30";"";"";"";"";"";"34";"34";"33";"33";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3160251";"-3.4806898";"";"";""
"Madrid-Sur";"28047083";"EEI-CN";"ATRAPASUEÑOS";"Calle Villas De Don Juan, 17 ";"Cadalso de los Vidrios";"-";"28640";"918640575";"-";"cn.atrapasuenos.cadalso@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047083";"cn.atrapasuenos.cadalso@educa.madrid.org";"";"NO";"";"34";"34";"44";"33";"36";"";"";"";"";"";"34";"34";"44";"33";"36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.30334879999999";"-4.4395977";"";"";""
"Madrid-Sur";"28047150";"EEI-CN";"AVENTURAS";"Calle Italia, 12 ";"Leganés";"-";"28916";"916804379";"916804379";"cn.aventuras.leganes@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047150";"cn.aventuras.leganes@educa.madrid.org";"";"NO";"";"30";"34";"29";"20";"29";"";"";"";"";"";"30";"34";"29";"20";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3348149";"-3.7418368";"";"";""
"Madrid-Este";"28059437";"EEI-CN";"BAOBAB";"Avenida De Madrid, 30 ";"Santos de la Humosa, Los";"-";"28817";"918848136";"-";"cn.baobab.santosdelahumosa@educa.madrid.org";"zcn.santosdelahumosa@educa.madrid.org";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28059437";"cn.baobab.santosdelahumosa@educa.madrid.org";"";"NO";"";"33";"29";"31";"31";"34";"";"";"";"";"";"33";"29";"31";"31";"34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5005272";"-3.257901";"";"";""
"Madrid-Sur";"28049845";"EEI-CN";"BAOBAB";"Calle San José, S/n ";"Valdemoro";"-";"28341";"918956575";"918956575";"cn.baobab.valdemoro@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28049845";"cn.baobab.valdemoro@educa.madrid.org";"";"NO";"";"34";"33";"34";"32";"30";"";"";"";"";"";"34";"33";"34";"32";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.1896466";"-3.6817529";"";"";""
"Madrid-Oeste";"28057738";"EEI-CN";"BECERRIL DE LA SIERRA Nº 1";"Calle De Cáceres, 3 ";"Becerril de la Sierra";"-";"28490";"918538749";"918538749";"cn.numerouno.becerril@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057738";"cn.numerouno.becerril@educa.madrid.org";"";"NO";"";"55";"59";"53";"49";"64";"";"";"";"";"";"55";"59";"53";"49";"64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.71302110000001";"-3.9896365";"";"";""
"Madrid-Capital";"28056771";"EEI-CN";"BRAVO MURILLO";"Calle De Las Islas Cíes, 11 ";"Madrid";"Fuencarral-El Pardo";"28035";"917308460";"917308460";"cn.bravomurillo.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056771";"cn.bravomurillo.madrid@educa.madrid.org";"";"NO";"";"54";"53";"48";"41";"37";"";"";"";"";"";"54";"53";"48";"41";"37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4808514";"-3.7180544";"";"";""
"Madrid-Norte";"28047058";"EEI-CN";"BUITRAGO DE LOZOYA";"Calle De San Salvador, 6 ";"Buitrago del Lozoya";"-";"28730";"918680133";"918680630";"cn.buitrago@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047058";"cn.buitrago@educa.madrid.org";"";"NO";"";"39";"33";"0";"33";"36";"";"";"";"";"";"39";"33";"0";"33";"36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.9953946";"-3.6344862";"";"";""
"Madrid-Sur";"28048695";"EEI-CN";"BURBUJAS";"Calle San Bernardo, 13 ";"Leganés";"-";"28917";"916113960";"916113960";"cn.burbujas.leganes@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048695";"cn.burbujas.leganes@educa.madrid.org";"";"NO";"";"24";"32";"27";"12";"27";"";"";"";"";"";"24";"32";"27";"12";"27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3604019";"-3.7792892";"";"";""
"Madrid-Norte";"28047061";"EEI-CN";"BUSTARVIEJO";"Carretera De Valdemanco, 9 Bis ";"Bustarviejo";"-";"28720";"918482240";"918439531";"cn.bustarviejo@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047061";"cn.bustarviejo@educa.madrid.org";"";"NO";"";"24";"22";"35";"28";"19";"";"";"";"";"";"24";"22";"35";"28";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.8640514";"-3.6870931";"";"";""
"Madrid-Sur";"28043958";"EEI-CN";"CAMPANILLA";"Calle De La Constitución, 22 ";"Navalcarnero";"-";"28600";"918113137";"-";"cn.campanilla.navalcarnero@educa.madrid.org";"zcn.navalcarnero@educa.madrid.org";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043958";"cn.campanilla.navalcarnero@educa.madrid.org";"";"NO";"";"68";"68";"66";"66";"67";"";"";"";"";"";"68";"68";"66";"66";"67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2872233";"-4.0127428";"";"";""
"Madrid-Este";"28047782";"EEI-CN";"CAMPO REAL Nº 1";"Calle Peaje, 2 ";"Campo Real";"-";"28510";"918733548";"918733548";"cn.camporeal@educa.madrid.org";"zcn.camporeal@educa.madrid.org";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047782";"cn.camporeal@educa.madrid.org";"";"NO";"";"80";"79";"68";"52";"61";"";"";"";"";"";"80";"79";"68";"52";"61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3399116";"-3.3802199";"";"";""
