CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Capital;28031488;CP INF-PRI;JULIAN BESTEIRO;Avenida De Abrantes, 79 ;Madrid;Carabanchel;28025;915600091;915655204;cp.julianbesteiro.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28063805;CP INF-PRI;JULIAN MARIAS;Calle De Budapest, 11 ;Madrid;San Blas-Canillejas;28022;917609323;-;cp.julianmarias.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28037594;CP INF-PRI;JULIO CORTAZAR;Avenida De Juan Carlos I, 7 ;Getafe;-;28905;916652218;916965962;cp.cortazar.getafe@educa.madrid.org;-;Público;
Madrid-Capital;28006411;CP INF-PRI;LA ALAMEDA;Calle De Las Musas, 9 ;Madrid;San Blas-Canillejas;28022;917411453;-;cp.laalameda.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28002944;CP INF-PRI;LA ALHONDIGA;Calle Buenavista, 26 ;Getafe;-;28904;916952103;916010676;cp.laalhondiga.getafe@educa.madrid.org;-;Público;
Madrid-Sur;28045128;CP INF-PRI;LA CAÑADA;Calle De Concepción Arenal, 13 ;Fuenlabrada;-;28942;914864366;914864238;cp.lacanada.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Capital;28037375;CP INF-PRI;LA DEHESA DEL PRINCIPE;Paseo De Lanceros, 4 ;Madrid;Latina;28024;915091679;915090044;cp.ladehesa.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28050446;CP INF-PRI;LA ENCINA;Calle Ramón Y Cajal, 3 ;Rozas de Madrid, Las;-;28232;916403725;916403996;cp.laencina.lasrozas@educa.madrid.org;-;Público;
Madrid-Este;28035676;CP INF-PRI;LA ESCUELA;Avenida De Miguel Hernández, 1 ;Rivas-Vaciamadrid;-;28523;916660014;916669299;cp.laescuela.rivas@educa.madrid.org;-;Público;
Madrid-Este;28060300;CP INF-PRI;LA GARENA;Calle Arturo Soria, 3 ;Alcalá de Henares;-;28806;918863534;918863556;cp.lagarena.alcala@educa.madrid.org;-;Público;
Madrid-Este;28024976;CP INF-PRI;LA GAVIOTA;Calle Cristal, 2 ;Torrejón de Ardoz;-;28850;916754039;916757843;cp.lagaviota.torrejondeardoz@educa.madrid.org;cp.la.gaviota@centros2.pntic.mec.es;Público;
Madrid-Capital;28031099;CP INF-PRI;LA LATINA;Calle De Maqueda, 130 ;Madrid;Latina;28024;915099915;917196252;cp.lalatina.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28045165;CP INF-PRI;LA NAVATA;Calle Del Estanque, 8 ;Galapagar;-;28420;918583999;918586119;cp.lanavata.galapagar@educa.madrid.org;-;Público;
Madrid-Sur;28045301;CP INF-PRI;LA PALOMA;Calle De La Paloma, 45 ;Parla;-;28981;916996965;-;cp.lapaloma.parla@educa.madrid.org;-;Público;
Madrid-Capital;28033931;CP INF-PRI;LA RIOJA;Calle De León Felipe, 3 ;Madrid;Puente de Vallecas;28038;917773912;917773912;cp.larioja.madrid@educa.madrid.org;-;Público;
Madrid-Este;28050392;CP INF-PRI;LA ZARZUELA;Calle Almagro, S/n ;Torrejón de Ardoz;-;28850;916778043;916762805;cp.lazarzuela.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Oeste;28039244;CP INF-PRI;LAS ACACIAS;Calle Diamante, S/n ;Pozuelo de Alarcón;-;28224;913524797;917141380;cp.lasacacias.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Sur;28063891;CP INF-PRI;LAS ARTES;Calle Juana Francés, 57 ;Pinto;-;28320;916987254;911911277;cp.lasartes.pinto@educa.madrid.org;-;Público;
Madrid-Sur;28060245;CP INF-PRI;LAS CASTAÑERAS;Calle De Andalucía, 8 ;Arroyomolinos;-;28939;916091283;-;cp.lascastaneras.arroyomolinos@educa.madrid.org;-;Público;
Madrid-Este;28024061;CP INF-PRI;LAS CIGÜEÑAS;Calle De Noruega, 1 ;Rivas-Vaciamadrid;-;28521;916700133;916703335;cp.lasciguenas.rivas@educa.madrid.org;-;Público;
Madrid-Sur;28028891;CP INF-PRI;LAS CUMBRES;Calle Del Río Ebro, 9 ;Móstoles;-;28935;916471370;-;cp.lascumbres.mostoles@educa.madrid.org;-;Público;
Madrid-Este;28073963;CP INF-PRI;LAS NAVAS DE TOLOSA;Avenida De Circunvalación, 353 ;Paracuellos de Jarama;-;28860;916673323;916672295;cp.navasdetolosa.paracuellos@educa.madrid.org;-;Público;
Madrid-Oeste;28057064;CP INF-PRI;LAS VEREDAS;Camino De La Nava, S/n ;Colmenarejo;-;28270;918589271;918424719;cp.lasveredas.colmenarejo@educa.madrid.org;-;Público;
Madrid-Sur;28040039;CP INF-PRI;LAURA GARCIA NOBLEJAS Y BRUNET;Calle Del Gral Sanz Marqués San Juan Puerto Rico, 11 ;Villaviciosa de Odón;-;28670;916163208;916657055;cp.garcianoblejas.villaviciosa2@educa.madrid.org;-;Público;
Madrid-Capital;28010761;CP INF-PRI;LEGADO CRESPO;Paseo De Las Acacias, 2 ;Madrid;Arganzuela;28005;915286325;915286325;cp.legadocrespo.madrid@educa.madrid.org;angeles.agudoperez@educa.madrid.org;Público;
Madrid-Sur;28067550;CP INF-PRI;LEGAZPI;Calle De Cartagena, 9 ;Arroyomolinos;-;28939;916013018;912649143;cp.legazpi.arroyomolinos@educa.madrid.org;-;Público;
Madrid-Sur;28037636;CP INF-PRI;LEON FELIPE;Avenida De La Mancha, 1-a ;Leganés;-;28915;916865476;916865476;cp.leonfelipe.leganes@educa.madrid.org;-;Público;
Madrid-Este;28032390;CP INF-PRI;LEON FELIPE;Calle Siete Vientos, S/n ;Arganda del Rey;-;28500;918715438;918704091;cp.leonfelipe.arganda@educa.madrid.org;-;Público;
Madrid-Norte;28031166;CP INF-PRI;LEON FELIPE;Avenida De Valencia, 7 ;San Sebastián de los Reyes;-;28702;916535520;916522079;cp.leonfelipe.sansebastian@educa.madrid.org;-;Público;
Madrid-Sur;28049419;CP INF-PRI;LEON FELIPE;Avenida De Carlos V, 28 ;Móstoles;-;28936;916450391;916450391;cp.leonfelipe.mostoles@educa.madrid.org;-;Público;
Madrid-Sur;28038185;CP INF-PRI;LEON FELIPE;Urbanizacion Parque Miraflores, S/n ;Fuenlabrada;-;28942;916457696;916455783;cp.leonfelipe.fuenlabrada@educa.madrid.org;leonfe5@centros2.pntic.mec.es;Público;
Madrid-Sur;28060257;CP INF-PRI;LEONARDO DA VINCI;Calle Del Eucalipto, 37 ;Móstoles;-;28935;916479401;916479326;cp.leonardodavinci.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28010898;CP INF-PRI;LEOPOLDO ALAS;Calle De Pedrezuela, 18 ;Madrid;Ciudad Lineal;28017;914033755;914042281;cp.leopoldoalas.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28069820;CP INF-PRI;LEOPOLDO CALVO-SOTELO;Calle De Puente La Reina, S/n ;Madrid;Fuencarral-El Pardo;28050;914273351;914273083;cp.leopoldocalvosotelo.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28003523;CP INF-PRI;LEPANTO;Calle Río Manzanares, 37 ;Leganés;-;28913;916935485;912749986;cp.lepanto.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28010771;CP INF-PRI;LEPANTO;Calle De Valderrey, 9 ;Madrid;Moncloa-Aravaca;28035;913160937;913738204;cp.lepanto.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28037545;CP INF-PRI;LOPE DE VEGA;Calle Francisco Javier Sauquillo, 17 ;Fuenlabrada;-;28944;916972902;916972902;cp.lopedevega.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Sur;28028842;CP INF-PRI;LOPE DE VEGA;Avenida De Los Pinos, 4 ;Leganés;-;28914;916941570;-;cp.lopedevega.leganes@educa.madrid.org;secrelopedevega@gmail.com;Público;
Madrid-Capital;28010783;CP INF-PRI;LOPE DE VEGA;Calle De Inglaterra, 8 ;Madrid;Carabanchel;28019;914710955;914721124;cp.lopedevega.madrid@educa.madrid.org;cp.lopedevega.madrid@educa.madrid.org;Público;
Madrid-Sur;28040842;CP INF-PRI;LORANCA;Paseo Riazor, 10 ;Fuenlabrada;-;28942;916080805;916076466;cp.loranca.fuenlabrada@educa.madrid.org;cp.loranca.fuenlabrada@educa.madrid.org;Público;
Madrid-Capital;28020867;CP INF-PRI;LORENZO LUZURIAGA;Calle De Valencia De Don Juan, 19 ;Madrid;Fuencarral-El Pardo;28034;917305938;917314362;cp.lorenzoluzuriaga.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28050355;CP INF-PRI;LOS ALMENDROS;Calle De Ladera De Los Almendros, 45 ;Madrid;Vicálvaro;28032;917510982;917726814;cp.losalmendros.madrid@educa.madrid.org;-;Público;
Madrid-Este;28041792;CP INF-PRI;LOS ALMENDROS;Avenida De Los Almendros, 198 ;Rivas-Vaciamadrid;-;28522;913012711;916665374;cp.losalmendros.rivas@educa.madrid.org;-;Público;
Madrid-Oeste;28025178;CP INF-PRI;LOS ANGELES;Plaza De José María Unceta, 10 ;Torrelodones;-;28250;918592178;918594687;cp.losangeles.torrelodones@educa.madrid.org;-;Público;
Madrid-Sur;28025944;CP INF-PRI;LOS CASTILLOS;Calle Referendum Viñagrande, 3 ;Alcorcón;-;28925;916114898;916425768;cp.loscastillos.alcorcon@educa.madrid.org;-;Público;
Madrid-Este;28035688;CP INF-PRI;LOS CERROS CHICOS;Calle San Cristóbal, 2 ;San Martín de la Vega;-;28330;918946023;918946023;cp.loscerroschicos.sanmartindelavega@educa.madrid.org;-;Público;
Madrid-Oeste;28042814;CP INF-PRI;LOS JARALES-MONTERROZAS;Avenida Esparta, 54 ;Rozas de Madrid, Las;-;28232;916318490;916318490;cp.losjarales.lasrozas@educa.madrid.org;ceiplosjarales@telefonica.net;Público;
Madrid-Sur;28063881;CP INF-PRI;LOS LAGOS;Avenida De Las Lagunas, 6 ;Parla;-;28981;916996915;916998830;cp.loslagos.parla@educa.madrid.org;-;Público;
Madrid-Oeste;28031786;CP INF-PRI;LOS NEGRALES;Calle De San Pablo, 17 ;Alpedrete;-;28439;918504799;918406183;cp.losnegrales.alpedrete@educa.madrid.org;cp.losnegrales.alpedrete@educa.madrid.org;Público;
Madrid-Oeste;28063982;CP INF-PRI;LOS OLIVOS;Camino Perales, S/n ;Rozas de Madrid, Las;-;28232;916315147;916315840;cp.losolivos.lasrozas@educa.madrid.org;-;Público;
Madrid-Capital;28006214;CP INF-PRI;LOS ROSALES;Avenida De Los Rosales, 131 ;Madrid;Villaverde;28021;917956756;917988116;cp.losrosales.madrid@educa.madrid.org;-;Público;
Madrid-Este;28063921;CP INF-PRI;LOS SANTOS;Avenida Del Quemado, S/n ;Santos de la Humosa, Los;-;28817;918848215;918848215;cp.lossantos.santosdelahumosa@educa.madrid.org;-;Público;
Madrid-Sur;28035597;CP INF-PRI;LUIS ALVAREZ LENCERO;Calle Camino De Leganés, 18 ;Móstoles;-;28931;916469792;916469792;cp.alvarezlencero.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28005571;CP INF-PRI;LUIS BELLO;Calle De Luis Cabrera, 66 ;Madrid;Chamartín;28002;912205533;912205535;cp.luisbello.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28037508;CP INF-PRI;LUIS BUÑUEL;Calle De Jaén, 73 ;Alcobendas;-;28100;916512323;916638652;cp.luisbunuel.alcobendas@educa.madrid.org;cp.luisbunuel.alcobendas@educa.madrid.org;Público;
Madrid-Capital;28021367;CP INF-PRI;LUIS CERNUDA;Calle Del Carril Del Conde, 64 ;Madrid;Hortaleza;28043;913002732;913002732;cp.luiscernuda.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28031038;CP INF-PRI;LUIS DE GONGORA;Calle Yugoslavia, 10 ;Leganés;-;28916;916860920;916868113;cp.gongora.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28005741;CP INF-PRI;LUIS DE GONGORA;Calle De Sarriá, 49 ;Madrid;Fuencarral-El Pardo;28029;913860816;913768253;cp.gongora.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28035640;CP INF-PRI;LUIS VIVES;Calle Felipe Ii, 9 ;Parla;-;28982;916983523;916053955;cp.luisvives.parla@educa.madrid.org;-;Público;
Madrid-Este;28037168;CP INF-PRI;LUIS VIVES;Calle Luis Vives, 18 ;Alcalá de Henares;-;28803;918806791;-;cp.luisvives.alcala@educa.madrid.org;-;Público;
Madrid-Sur;28070986;CP INF-PRI;MADRE TERESA DE CALCUTA;Calle Jaime I El Conquistador, 143 ;Parla;-;28983;914240381;914241697;cp.madreteresadecalcuta.parla@educa.madrid.org;-;Público;
Madrid-Capital;28045086;CP INF-PRI;MADRID-SUR;Calle Del Puerto De Balbarán, 133 ;Madrid;Puente de Vallecas;28018;917855539;917855539;cp.madrid-sur.madrid@educa.madrid.org;cpmadrid_sur@yahoo.es;Público;
Madrid-Sur;28049389;CP INF-PRI;MAESTRA TRINIDAD GARCIA;Calle De Cáceres, 6 ;Fuenlabrada;-;28941;916977363;916906716;cp.trinidadgarcia.fuenlabrada@educa.madrid.org;maestratrinidad@gmail.com;Público;
Madrid-Capital;28072466;CP INF-PRI;MAESTRO PADILLA;Avenida De La Peseta C/v Vía Lusitana, S/n ;Madrid;Carabanchel;28054;911731852;911724720;cp.maestropadilla.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28065541;CP INF-PRI;MAESTRO ROMAN BAILLO;Avenida Del Mar Egeo, S/n ;Valdemoro;-;28341;918950838;918751339;cp.maestroromanbaillo.valdemoro@educa.madrid.org;-;Público;
Madrid-Sur;28023534;CP INF-PRI;MAGERIT;Avenida Juan Carlos I, 6 ;Parla;-;28981;916992950;916989312;cp.magerit.parla@educa.madrid.org;-;Público;
Madrid-Este;28030344;CP INF-PRI;MANUEL AZAÑA;Avenida Del Ejército, 5 ;Alcalá de Henares;-;28802;918880041;918880041;cp.manuelazana.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28010795;CP INF-PRI;MANUEL BARTOLOME COSSIO;Calle De José De Cadalso, 19 ;Madrid;Latina;28044;917064098;917064098;cp.bartolomecossio.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28069182;CP INF-PRI;MANUEL DE FALLA;Calle De Reinosa, 24 ;Fuenlabrada;-;28942;916152156;916068419;cp.manueldefalla.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Capital;28005763;CP INF-PRI;MANUEL DE FALLA;Avenida Real De Pinto, 27 ;Madrid;Villaverde;28021;917971448;915052511;cp.manueldefalla.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28071206;CP INF-PRI;MANUEL JOSE QUINTANA;Calle Del Carranque, S/n ;Batres;-;28976;918127124;918127193;cp.manueljosequintana.batres@educa.madrid.org;-;Público;
Madrid-Sur;28038203;CP INF-PRI;MANUEL NUÑEZ DE ARENAS;Avenida De Las Arcas Del Agua, 9 ;Getafe;-;28905;916830792;916814904;cp.nunezdearenas.getafe@educa.madrid.org;-;Público;
Madrid-Capital;28010862;CP INF-PRI;MANUEL NUÑEZ DE ARENAS;Calle De Martos, 120 ;Madrid;Puente de Vallecas;28053;917855972;-;cp.nunezdearenas.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28010801;CP INF-PRI;MANUEL SAINZ DE VICUÑA;Calle Del Camino De Los Vinateros, 104 ;Madrid;Moratalaz;28030;914391349;913285625;cp.sainzdevicuna.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28063842;CP INF-PRI;MANUEL VAZQUEZ MONTALBAN;Calle Alcalde Francisco Moreno Menéndez, 7 ;Leganés;-;28914;916485817;916485817;cp.manuelvazquezmontalban.leganes@educa.madrid.org;-;Público;
Madrid-Sur;28067771;CP INF-PRI;MANUELA MALASAÑA;Calle De Los Arados, 10 ;Fuenlabrada;-;28944;916856972;914920601;cp.manuelamalasana.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Capital;28010813;CP INF-PRI;MARCELO USERA;Calle De Perales De Tajuña, 1 ;Madrid;Usera;28026;914753495;917923840;cp.marcelousera.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28074578;CP INF-PRI;MARGARET THATCHER;Glorieta De La Playa De San Lorenzo, S/n ;Madrid;Barajas;28042;913056086;913055404;cp.margaretthatcher.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28037661;CP INF-PRI;MARGARITA XIRGU;Avenida De La O.n.u., 26 ;Móstoles;-;28936;916461292;917031883;cp.margaritaxirgu.mostoles@educa.madrid.org;-;Público;
Madrid-Sur;28078572;CP INF-PRI;MARIA BLANCHARD;Calle Niceto Alcalá Zamora C/v José Prat ;Getafe;-;28905;913912040;-;cp.mariablanchard.getafe@educa.madrid.org;-;Público;
Madrid-Oeste;28078626;CP INF-PRI;MARIA DE MAEZTU;Calle De Miguel De Unamuno, S/n ;Boalo, El;-;28412;918574465;918574465;cp.mariademaeztu.cerceda@educa.madrid.org;-;Público;
Madrid-Capital;28079436;CP INF-PRI;MARIA DE VILLOTA;Calle De Enrique García Álvarez, 11 ;Madrid;Villa de Vallecas;28031;913053429;-;cp.mariadevillota.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28049377;CP INF-PRI;MARIA MOLINER;Calle De Arcos De Jalón, 34 ;Madrid;San Blas-Canillejas;28037;913133969;913069463;cp.mariamoliner.madrid@educa.madrid.org;El centro cuenta con uniforme escolar en E. Infantil y E. Primaria.;Público;
Madrid-Sur;28037697;CP INF-PRI;MARIA MOLINER;Calle Reyes Católicos, 79 ;Parla;-;28982;916986433;916054006;cp.mariamoliner.parla@educa.madrid.org;-;Público;
Madrid-Sur;28073011;CP INF-PRI;MARIA MONTESSORI;Calle Del Pintor Velázquez, 62 ;Móstoles;-;28935;916147606;916147606;cp.montessori.mostoles@educa.madrid.org;-;Público;
Madrid-Sur;28033771;CP INF-PRI;MARIANA PINEDA;Avenida De Las Ciudades, 33 ;Getafe;-;28903;916824060;916955376;cp.marianapineda.getafe@educa.madrid.org;-;Público;
Madrid-Oeste;28030371;CP INF-PRI;MARIANO BENLLIURE;Calle Isla De Sálvora, 155 ;Collado Villalba;-;28400;918506456;918512346;cp.marianobenlliure.colladovillalba@educa.madrid.org;-;Público;
Madrid-Capital;28031348;CP INF-PRI;MARIANO JOSE DE LARRA;Calle De Longares, 11 ;Madrid;San Blas-Canillejas;28022;913133789;917759574;cp.larra.madrid@educa.madrid.org;-;Público;
Madrid-Este;28045062;CP INF-PRI;MARIO BENEDETTI;Camino De La Partija, S/n ;Rivas-Vaciamadrid;-;28523;916661712;-;cp.mariobenedetti.rivas@educa.madrid.org;-;Público;
Madrid-Oeste;28066119;CP INF-PRI;MARIO VARGAS LLOSA;Avenida De Atenas, 48b ;Rozas de Madrid, Las;-;28232;916315884;916315884;cp.vargasllosa.lasrozas@educa.madrid.org;-;Público;
Madrid-Sur;28003535;CP INF-PRI;MARQUES DE LEGANES;Calle Pizarro, 4 ;Leganés;-;28911;916939114;916894703;cp.marquesdeleganes.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28005830;CP INF-PRI;MARQUES DE MARCENADO;Calle De Linneo, 31 ;Madrid;Arganzuela;28005;913658588;913669822;cp.marquesdemarcenado.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28021148;CP INF-PRI;MARQUES DE SUANZES;Avenida Del Veinticinco De Septiembre, 1 ;Madrid;San Blas-Canillejas;28027;917412072;913203617;cp.marquesdesuanzes.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28018496;CP INF-PRI;MARTINEZ MONTAÑES;Calle De Hacienda De Pavones, 223 ;Madrid;Moratalaz;28030;917738878;917738878;cp.martinezmontanes.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28078596;CP INF-PRI;MARUJA MALLO;Avenida Vía Láctea C/v Av. De La Onu C/v Camino Human ;Móstoles;-;28936;914262634;-;cp.marujamallo.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28005866;CP INF-PRI;MEJICO;Avenida De Badajoz, 74 ;Madrid;Ciudad Lineal;28027;914035744;914045880;cp.mejico.madrid@educa.madrid.org;cp.mejico.madrid@educa.madrid.org;Público;
Madrid-Capital;28005878;CP INF-PRI;MENDEZ NUNEZ;Calle De Alicun, 9 ;Madrid;Hortaleza;28033;913024834;913024834;cp.mendeznunez.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28005891;CP INF-PRI;MENENDEZ PIDAL;Calle De La Encomienda De Palacios, 85 ;Madrid;Moratalaz;28030;917736781;913016012;cp.menendezpidal.madrid@educa.madrid.org;-;Público;
Madrid-Este;28029913;CP INF-PRI;MENENDEZ PIDAL;Avenida De España, 144 ;Coslada;-;28822;916725622;916725622;cp.menendezpidal.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28005881;CP INF-PRI;MENENDEZ Y PELAYO;Calle De Méndez Álvaro, 16 ;Madrid;Arganzuela;28045;915272781;915397381;cp.menendezypelayo.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28029123;CP INF-PRI;MESETA DE ORCASITAS;Calle Del Camino Viejo De Villaverde, 1 ;Madrid;Usera;28041;913413045;913417861;cp.mesetadeorcasitas.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28005908;CP INF-PRI;MESONERO ROMANOS;Calle De Pont De Molins, 31 ;Madrid;Puente de Vallecas;28038;913037096;913800850;cp.mesoneroromanos.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28010849;CP INF-PRI;MIGUEL BLASCO VILATELA;Calle De Los Hermanos García Noblejas, 70 ;Madrid;Ciudad Lineal;28017;913043999;-;cp.blascovilatela.madrid@educa.madrid.org;-;Público;
Madrid-Este;28024964;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Madrid, 15 ;Torrejón de Ardoz;-;28850;916750442;916561620;cp.cervantes.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Norte;28038136;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Literatos, 11 ;Tres Cantos;-;28760;918036188;918041577;cp.cervantes.trescantos@educa.madrid.org;-;Público;
Madrid-Sur;28003833;CP INF-PRI;MIGUEL DE CERVANTES;Calle Aragón, 19 ;Leganés;-;28914;916936034;916936034;cp.cervantes.leganes@educa.madrid.org;-;Público;
Madrid-Oeste;28042152;CP INF-PRI;MIGUEL DE CERVANTES;Calle Ruiz De Alarcón, 1 ;Collado Villalba;-;28400;918516533;918490677;cp.cervantes.colladovillalba@educa.madrid.org;-;Público;
Madrid-Este;28029691;CP INF-PRI;MIGUEL DE CERVANTES;Calle De Francisco De Goya, 3 ;Mejorada del Campo;-;28840;916790244;916790244;cp.cervantes.mejorada@educa.madrid.org;-;Público;
Madrid-Capital;28010850;CP INF-PRI;MIGUEL DE UNAMUNO;Calle De Alicante, 5 ;Madrid;Arganzuela;28045;915282554;915282554;cp.unamuno.madrid@educa.madrid.org;miguel16@centros2.pntic.mec.es;Público;
Madrid-Sur;28040878;CP INF-PRI;MIGUEL DELIBES;Calle Felipe Ii, 15 ;Parla;-;28982;916994663;916994663;cp.delibes.parla@educa.madrid.org;-;Público;
Madrid-Sur;28049420;CP INF-PRI;MIGUEL DELIBES;Avenida De La O.n.u., 19 ;Móstoles;-;28936;916461745;916461745;cp.delibes.mostoles@educa.madrid.org;-;Público;
Madrid-Este;28002041;CP INF-PRI;MIGUEL DELIBES;Paseo Pozuelo, 31 ;Campo Real;-;28510;918733125;918733125;cp.delibes.camporeal@educa.madrid.org;-;Público;
Madrid-Oeste;28002403;CP INF-PRI;MIGUEL DELIBES;Calle Ruiz De Alarcón, 8 ;Collado Villalba;-;28400;918501823;918490169;cp.delibes.colladovillalba@educa.madrid.org;-;Público;
Madrid-Sur;28038288;CP INF-PRI;MIGUEL DELIBES;Calle Maestro, 9 ;Leganés;-;28914;916879409;916850243;cp.delibes.leganes@educa.madrid.org;-;Público;
Madrid-Norte;28071814;CP INF-PRI;MIGUEL DELIBES;Calle Alonso Zamora Vicente C/v Rosa Chacel, 1 ;San Sebastián de los Reyes;-;28702;916677086;916677460;cp.migueldelibes.sansebastian@educa.madrid.org;-;Público;
Madrid-Este;28031026;CP INF-PRI;MIGUEL HERNANDEZ;Calle Doctor Marañón, 7 ;Arganda del Rey;-;28500;918702392;918718141;cp.miguelhernandez.arganda@educa.madrid.org;-;Público;
Madrid-Este;28033898;CP INF-PRI;MIGUEL HERNANDEZ;Calle Magdalena, S/n ;Torrejón de Ardoz;-;28850;916565678;916770116;cp.miguelhernandez.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Este;28032331;CP INF-PRI;MIGUEL HERNANDEZ;Calle Luis Madrona, 15 ;Alcalá de Henares;-;28805;918883040;918883040;cp.miguelhernandez.alcala@educa.madrid.org;-;Público;
Madrid-Norte;28032353;CP INF-PRI;MIGUEL HERNANDEZ;Calle De Segovia, 5 ;Alcobendas;-;28100;916532914;916638971;cp.miguelhernandez.alcobendas@educa.madrid.org;-;Público;
Madrid-Sur;28029615;CP INF-PRI;MIGUEL HERNANDEZ;Calle De Suiza, 24 ;Fuenlabrada;-;28943;916075816;916081299;cp.miguelhernandez.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Sur;28032468;CP INF-PRI;MIGUEL HERNANDEZ;Avenida De Los Reyes Católicos, 35 ;Getafe;-;28904;916823110;916843312;cp.miguelhernandez.getafe@educa.madrid.org;-;Público;
Madrid-Sur;28033813;CP INF-PRI;MIGUEL HERNANDEZ;Avenida Europa, 8 ;Leganés;-;28916;912282428;916866206;cp.miguelhernandez.leganes@educa.madrid.org;-;Público;
Madrid-Este;28034052;CP INF-PRI;MIGUEL HERNANDEZ;Calle Rafael Sánchez Ferlosio, 17 ;San Fernando de Henares;-;28830;916734510;916733469;cp.miguelhernandez.sanfernando@educa.madrid.org;-;Público;
Madrid-Sur;28044458;CP INF-PRI;MIGUEL HERNANDEZ;Camino De La Cantueña, 3 ;Parla;-;28982;916983569;916983569;cp.miguelhernandez.parla@educa.madrid.org;-;Público;
Madrid-Sur;28032389;CP INF-PRI;MIGUEL HERNANDEZ;Calle Pablo Neruda, S/n ;Alcorcón;-;28922;916414075;916414075;cp.miguelhernandez.alcorcon@educa.madrid.org;cp.miguelhernandez.alcorcon@educa.madrid.org;Público;
Madrid-Capital;28031051;CP INF-PRI;MIGUEL SERVET;Calle De La Fragata, 33 ;Madrid;Carabanchel;28019;914611757;914627953;cp.miguelservet.madrid@educa.madrid.org;-;Público;
